Franklin-Paxinos Full name,Franklin-Paxinos abbreviation,Structural ID,structure Order,red,green,blue,Parent ID,Parent abbreviation,Allen Full name,Allen abbreviation,,,
superior cerebellar peduncle,scp,326,104500,204,204,204,752,cbp,superior cerebelar peduncles,scp,,,
decussation of the superior cerebellar peduncle,xscp,812,104600,204,204,204,326,scp,superior cerebellar peduncle decussation,dscp,,,
ventral spinocerebellar tract,vsc,85,104700,204,204,204,812,xscp,spinocerebellar tract,sct,,,
uncinate fasciculus of the cerebellum,un,850,104800,204,204,204,326,scp,uncinate fascicle,uf,,,
ventral spinocerebellar tract,vsc,866,104900,204,204,204,326,scp,ventral spinocerebellar tract,sctv,,,
middle cerebellar peduncle,mcp,78,105000,204,204,204,752,cbp,middle cerebellar peduncle,mcp,,,
transverse fibers of the pons,tfp,2167,105010,204,204,204,78,mcp,,,,,
inferior cerebellar peduncle,icp,1123,105100,204,204,204,752,cbp,inferior cerebellar peduncle,icp,,,
dorsal spinocerebellar tract,dsc,553,105200,204,204,204,1123,icp,dorsal spinocerebellar tract,sctd,,,
,,,,,,,,,cuneocerebellar tract,cct,,,
,,,,,,,,,juxtarestiform body,jrb,,,
bulbocerebellar tract,bct,490,105500,204,204,204,1123,icp,bulbocerebellar tract,bct,,,
olivocerebellar tract,oc,404,105600,204,204,204,490,bct,olivocerebellar tract,oct,,,
,,,,,,,,,reticulocerebellar tract,rct,,,
,,,,,,,,,trigeminocerebellar tract,tct,,,
cerebellar white matter,cbw,2275,105810,204,204,204,967,cm,,,,,
middle cerebellar peduncle,mcp,728,105900,204,204,204,960,cbf,arbor vitae,arb,,,
lateral forebrain bundle system,lfbs,983,106000,204,204,204,1009,fiber_tracts,lateral forebrain bundle system,lfbs,,,
corpus callosum,cc,776,106100,204,204,204,983,lfbs,corpus callosum,cc,,,
forceps minor of the corpus callosum,fmi,956,106200,204,204,204,776,cc,"corpus callosum, anterior forceps",fa,,,
external capsule,ec,579,106300,204,204,204,956,fmi,external capsule,ec,,,
,,,,,,,,,"corpus callosum, extreme capsule",ee,,,
genu of the corpus callosum,gcc,1108,106500,204,204,204,776,cc,genu of corpus callosum,ccg,,,
forceps major of the corpus callosum,fmj,971,106600,204,204,204,776,cc,"corpus callosum, posterior forceps",fp,,,
,,,,,,,,,"corpus callosum, rostrum",ccr,,,
splenium of the corpus callosum,scc,986,106800,204,204,204,776,cc,"corpus callosum, splenium",ccs,,,
corticospinal tract,cst,784,106900,204,204,204,983,lfbs,corticospinal tract,cst,,,
internal capsule,ic,6,107000,204,204,204,784,cst,internal capsule,int,,,
cerebral peduncle,cp,924,107100,204,204,204,784,cst,cerebal peduncle,cpd,,,
,,,,,,,,,corticotectal tract,cte,,,
,,,,,,,,,corticorubral tract,crt,,,
,,,,,,,,,corticopontine tract,cpt,,,
,,,,,,,,,corticobulbar tract,cbt,,,
pyramidal tract,py,190,107600,204,204,204,784,cst,pyramid,py,,,
pyramidal decussation,pyx,198,107700,204,204,204,784,cst,pyramidal decussation,pyd,,,
,,,,,,,,,"corticospinal tract, crossed",cstc,,,
,,,,,,,,,"corticospinal tract, uncrossed",cstu,,,
longitudinal fasciculus of the pons,lfp,2169,107910,204,204,204,784,cst,,,,,
thalamus related,lfbst,896,108000,204,204,204,983,lfbs,thalamus related,lfbst,,,
External medullary lamina,eml,1092,108100,204,204,204,896,lfbst,external medullary lamina of the thalamus,em,,,
internal medullary lamina,iml,14,108200,204,204,204,896,lfbst,internal medullary lamina of the thalamus,im,,,
superior thalamic radiation,str,2109,108210,204,204,204,896,lfbst,,,,,
,,,,,,,,,middle thalamic commissure,mtc,,,
,,,,,,,,,thalamic peduncles,tp,,,
extrapyramidal fiber systems,eps,1000,108500,204,204,204,1009,fiber_tracts,extrapyramidal fiber systems,eps,,,
cerebral nuclei related,epsc,760,108600,204,204,204,1000,eps,cerebral nuclei related,epsc,,,
,,,,,,,,,pallidothalmic pathway,pap,,,
nigrostriatal bundle,ns,102,108800,204,204,204,760,epsc,nigrostriatal tract,nst,,,
,,,,,,,,,nigrothalamic fibers,ntt,,,
,,,,,,,,,pallidotegmental fascicle,ptf,,,
,,,,,,,,,striatonigral pathway,snp,,,
,,,,,,,,,subthalamic fascicle,stf,,,
tectospinal tract,ts,877,109300,204,204,204,1000,eps,tectospinal pathway,tsp,,,
,,,,,,,,,direct tectospinal pathway,tspd,,,
dorsal tegmental decussation,dtgx,1060,109500,204,204,204,877,ts,doral tegmental decussation,dtd,,,
,,,,,,,,,crossed tectospinal pathway,ig,,,
rubrospinal tract,rs,863,109700,204,204,204,1000,eps,rubrospinal tract,rust,,,
ventral tegmental decussation,vtgx,397,109800,204,204,204,863,rs,ventral tegmental decussation,vtd,,,
,,,,,,,,,rubroreticular tract,rrt,,,
,,,,,,,,,central tegmental bundle,ctb,,,
,,,,,,,,,retriculospinal tract,rst,,,
,,,,,,,,,"retriculospinal tract, lateral part",rstl,,,
,,,,,,,,,"retriculospinal tract, medial part",rstm,,,
vestibulomesencephalic tract,veme,941,110400,204,204,204,1000,eps,vestibulospinal pathway,vsp,,,
medial forebrain bundle system,mfbs,991,110500,204,204,204,1009,fiber_tracts,medial forebrain bundle system,mfbs,,,
cerebrum related,mfbc,768,110600,204,204,204,991,mfbs,cerebrum related,mfbc,,,
,,,,,,,,,amygdalar capsule,amc,,,
,,,,,,,,,ansa peduncularis,apd,,,
"anterior commissure, posterior limb",acp,908,110900,204,204,204,768,mfbc,"anterior commissure, temporal limb",act,,,
cingulum,cg,940,111000,204,204,204,768,mfbc,cingulum bundle,cing,,,
fornix system,fxs,1099,111100,204,204,204,768,mfbc,fornix system,fxs,,,
alveus of the hippocampus,alv,466,111200,204,204,204,1099,fxs,alveus,alv,,,
dorsal fornix,df,530,111300,204,204,204,1099,fxs,dorsal fornix,df,,,
fimbria of the hippocampus,fi,603,111400,204,204,204,1099,fxs,fimbria,fi,,,
,,,,,,,,,"precommissural fornix, general",fxprg,,,
,,,,,,,,,precommissural fornix diagonal band,db,,,
postcommissural fornix,fxpo,737,111700,204,204,204,1099,fxs,postcommissural fornix,fxpo,,,
,,,,,,,,,medial corticohypothalmic tract,mct,,,
fornix,f,436,111900,204,204,204,737,fxpo,columns of the fornix,fx,,,
hippocampal commissures,hc,618,112000,204,204,204,1099,fxs,hippocampal commissures,hc,,,
dorsal hippocampal commissure,dhc,443,112100,204,204,204,618,hc,dorsal hippocampal commissure,dhc,,,
ventral hippocampal commissure,vhc,449,112200,204,204,204,618,hc,ventral hippocampal commissure,vhc,,,
,,,,,,,,,perforant path,per,,,
,,,,,,,,,angular path,ab,,,
longitudinal association bundle,lab,37,112500,204,204,204,768,mfbc,longitudinal association bundle,lab,,,
stria terminalis,st,301,112600,204,204,204,768,mfbc,stria terminalis,st,,,
commissural stria terminalis,cst,2394,112610,204,204,204,301,st,,,,,
hypothalamus related,mfsbshy,824,112700,204,204,204,991,mfbs,hypothalamus related,mfsbshy,,,
medial forebrain bundle,mfb,54,112800,204,204,204,824,mfsbshy,medial forebrain bundle,mfb,,,
,,,,,,,,,ventrolateral hypothalamic tract,vlt,,,
,,,,,,,,,preoptic commissure,poc,,,
,,,,,,,,,supraoptic commissures,sup,,,
,,,,,,,,,"supraoptic commissures, anterior",supa,,,
,,,,,,,,,"supraoptic commissures, dorsal",supd,,,
,,,,,,,,,"supraoptic commissures, ventral",supv,,,
,,,,,,,,,premammillary commissure,pmx,,,
retromammillary decussation,rmx,341,113600,204,204,204,824,mfsbshy,supramammillary decussation,smd,,,
,,,,,,,,,propriohypothalamic pathways,php,,,
,,,,,,,,,"propriohypothalamic pathways, dorsal",phpd,,,
,,,,,,,,,"propriohypothalamic pathways, lateral",phpl,,,
,,,,,,,,,"propriohypothalamic pathways, medial",phpm,,,
,,,,,,,,,"propriohypothalamic pathways, ventral",phpv,,,
,,,,,,,,,periventricular bundle of the hypothalamus,pvbh,,,
mammillary related,mfbsma,46,114300,204,204,204,824,mfsbshy,mammillary related,mfbsma,,,
principal mammillary tract,pm,753,114400,204,204,204,46,mfbsma,principal mammillary tract,pm,,,
mammilothalmic tract,mt,690,114500,204,204,204,46,mfbsma,mammilothalmic tract,mtt,,,
mammillotegmental tract,mtg,681,114600,204,204,204,46,mfbsma,mammillotegmental tract,mtg,,,
mammillary peduncle,mp,673,114700,204,204,204,46,mfbsma,mammillary peduncle,mp,,,
,,,,,,,,,dorsal thalamus related,mfbst,,,
,,,,,,,,,periventricular bundle of the thalamus,pvbt,,,
epithalamus related,mfbse,1083,115000,204,204,204,824,mfsbshy,epithalamus related,mfbse,,,
stria medullaris,sm,802,115100,204,204,204,1083,mfbse,stria medullaris,sm,,,
fasciculus retroflexus,fr,595,115200,204,204,204,1083,mfbse,fasciculus retroflexus,fr,,,
habenular commissure,hbc,611,115300,204,204,204,1083,mfbse,habenular commissure,hbc,,,
,,,,,,,,,pineal stalk,PIS,,,
,,,,,,,,,midbrain related,mfbsm,,,
,,,,,,,,,dorsal longitudinal fascicle,dlf,,,
,,,,,,,,,dorsal tegmental tract,dtt,,,
ventricular systems,VS,73,115800,170,170,170,997,root,ventricular systems,VS,,,
lateral ventricle,LV,81,115900,170,170,170,73,VS,lateral ventricle,VL,,,
,,,,,,,,,rhinocele,RC,,,
ependymal and subendymal layer/olfacotry ventricle,E/OV,98,116100,170,170,170,81,LV,subependymal zone,SEZ,,,
choroid plexus,chp,108,116200,170,170,170,81,LV,choroid plexus,chpl,,,
,,,,,,,,,choroid fissure,chfl,,,
interventricular foramen,IVF,124,116400,170,170,170,73,VS,interventricular foramen,IVF,,,
3rd Ventricle,3V,129,116500,170,170,170,73,VS,third ventricle,V3,,,
dorsal third ventricle,D3V,2373,116510,170,170,170,129,3V,,,,,
aqueduct,Aq,140,116600,170,170,170,73,VS,cerebral aqueduct,AQ,,,
4th Ventricle,4V,145,116700,170,170,170,73,VS,fourth ventricle,V4,,,
superior medullary velum,SMV,2219,116710,170,170,170,145,4V,,,,,
lateral recess of the 4th ventricle,LR4V,153,116800,170,170,170,145,4V,lateral recess,V4r,,,
central canal,CC,164,116900,170,170,170,73,VS,"central canal, spinal cord/medulla",c,,,
grooves,grv,1024,117000,170,170,170,997,root,grooves,grv,,,
grooves of the cerebral cortex,grv_of_CTX,1032,117100,170,170,170,1024,grv,grooves of the cerebral cortex,grv_of_CTX,,,
,,,,,,,,,endorhinal groove,eg,,,
hippocampal fissure,hif,1063,117300,170,170,170,1032,grv_of_CTX,hippocampal fissure,hf,,,
rhinal fissure,rf,1071,117400,170,170,170,1032,grv_of_CTX,rhinal fissure,rf,,,
,,,,,,,,,rhinal incisure,ri,,,
grooves of the cerebellar cortex,grv_of_CBX,1040,117600,170,170,170,1024,grv,grooves of the cerebellar cortex,grv_of_CBX,,,
precentral fissure,pcn,1087,117700,170,170,170,1040,grv_of_CBX,precentral fissure,pce,,,
preculminate,pcuf,1095,117800,170,170,170,1040,grv_of_CBX,preculminate fissure,pcf,,,
primary fissure,prf,1103,117900,170,170,170,1040,grv_of_CBX,primary fissure,pri,,,
post superior fissure,psf,1112,118000,170,170,170,1040,grv_of_CBX,posterior superior fissure,psf,,,
prepyramidal fissure,ppf,1119,118100,170,170,170,1040,grv_of_CBX,prepyramidal fissure,ppf,,,
secondary fissure,sf,3,118200,170,170,170,1040,grv_of_CBX,secondary fissure,sec,,,
posterolateral fissure,plf,11,118300,170,170,170,1040,grv_of_CBX,posterolateral fissure,plf,,,
,,,,,,,,,nodular fissure,nf,,,
,,,,,,,,,simple fissure,sif,,,
intercrural fissure,icf,34,118600,170,170,170,1040,grv_of_CBX,intercrural fissure,icf,,,
ansoparamedian fissure,apmf,43,118700,170,170,170,1040,grv_of_CBX,ansoparamedian fissure,apf,,,
,,,,,,,,,intraparafloccular fissure,ipf,,,
,,,,,,,,,paramedian sulcus,pms,,,
parafloccular sulcus,pfs,65,119000,170,170,170,1040,grv_of_CBX,parafloccular sulcus,pfs,,,
Interpeduncular fossa,IPF,624,119100,170,170,170,1024,grv,Interpeduncular fossa,IPF,,,
